"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES"
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-01",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-02",,,,,"5.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-03",,,,,"0.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-04",,,,,"13.2",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-05",,,,,"3.6",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-06",,,,,"18.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-07",,,,,"6.1",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-08",,,,,"2.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-09",,,,,"2.5",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-10",,,,,"8.6",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-11",,,,,"2.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-12",,,,,"20.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-13",,,,,"0.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-14",,,,,"3.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-15",,,,,"3.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-16",,,,,"9.1",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-17",,,,,"3.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-18",,,,,"7.6",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-19",,,,,"8.4",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-20",,,,,"0.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-21",,,,,"2.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-22",,,,,"0.5",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-23",,,,,"1.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-24",,,,,"0.5",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-25",,,,,"1.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-26",,,,,"0.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-27",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-28",,,,,"2.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-29",,,,,"1.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-30",,,,,"4.1",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2011-12-31",,,,,"2.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-02-01",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-02-02",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-02-03",,,,,"0.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-02-04",,,,,"2.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-02-05",,,,,"12.4",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-02-06",,,,,"2.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-02-07",,,,,"0.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-02-08",,,,,"13.7",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-02-09",,,,,"8.6",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-02-10",,,,,"0.5",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-02-11",,,,,"0.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-02-12",,,,,"0.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-02-13",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-02-14",,,,,"10.4",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-02-15",,,,,"8.6",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-02-16",,,,,"0.5",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-02-17",,,,,"3.6",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-02-18",,,,,"1.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-02-19",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-02-20",,,,,"4.6",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-02-21",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-02-22",,,,,"1.5",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-02-23",,,,,"3.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-02-24",,,,,"2.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-02-25",,,,,"0.5",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-02-26",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-02-27",,,,,"0.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-02-28",,,,,"1.5",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-02-29",,,,,"2.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-01",,,,,"8.9",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-02",,,,,"12.7",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-03",,,,,"1.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-04",,,,,"4.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-05",,,,,"6.6",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-06",,,,,"2.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-07",,,,,"0.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-08",,,,,"10.2",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-09",,,,,"0.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-10",,,,,"0.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-11",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-12",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-13",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-14",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-15",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-16",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-17",,,,,"4.6",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-18",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-19",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-20",,,,,"0.5",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-21",,,,,"3.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-22",,,,,"3.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-23",,,,,"1.5",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-24",,,,,"24.1",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-25",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-26",,,,,"0.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-27",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-28",,,,,"3.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-29",,,,,"2.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-30",,,,,"2.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-03-31",,,,,"5.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-04-01",,,,,"1.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-04-02",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-04-03",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-04-04",,,,,"2.5",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-04-05",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-04-06",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-04-07",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-04-08",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-04-09",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-04-10",,,,,"3.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-04-11",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-04-12",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-04-13",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-04-14",,,,,"2.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-04-15",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-04-16",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-04-17",,,,,"1.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-04-18",,,,,"1.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-04-19",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-04-20",,,,,"0.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-04-21",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-04-22",,,,,"0.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-04-23",,,,,"13.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-04-24",,,,,"1.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-04-25",,,,,"0.5",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-04-26",,,,,"0.5",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-04-27",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-04-28",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-04-29",,,,,"0.5",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-04-30",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-01",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-02",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-03",,,,,"3.6",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-04",,,,,"16.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-05",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-06",,,,,"6.9",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-07",,,,,"0.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-08",,,,,"2.5",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-09",,,,,"153.4",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-10",,,,,"2.5",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-11",,,,,"0.5",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-12",,,,,"11.9",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-13",,,,,"10.9",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-14",,,,,"14.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-15",,,,,"4.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-16",,,,,"20.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-17",,,,,"0.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-18",,,,,"3.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-19",,,,,"12.2",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-20",,,,,"33.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-21",,,,,"30.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-22",,,,,"37.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-23",,,,,"88.4",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-24",,,,,"0.5",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-25",,,,,"30.5",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-26",,,,,"8.9",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-27",,,,,"90.2",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-28",,,,,"11.7",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-29",,,,,"3.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-30",,,,,"0.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-08-31",,,,,"3.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-09-01",,,,,"33.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-09-02",,,,,"25.4",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-09-03",,,,,"14.7",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-09-04",,,,,"0.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-09-05",,,,,"0.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-09-06",,,,,"8.9",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-09-07",,,,,"2.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-09-08",,,,,"8.1",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-09-09",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-09-10",,,,,"35.1",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-09-11",,,,,"0.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-09-12",,,,,"2.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-09-13",,,,,"1.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-09-14",,,,,"0.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-09-15",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-09-16",,,,,"0.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-09-17",,,,,"16.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-09-18",,,,,"1.5",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-09-19",,,,,"36.1",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-09-20",,,,,"4.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-09-21",,,,,"53.6",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-09-22",,,,,"20.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-09-23",,,,,"11.9",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-09-24",,,,,"0.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-09-25",,,,,"0.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-09-26",,,,,"7.1",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-09-27",,,,,"1.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-09-28",,,,,"2.5",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-09-29",,,,,"15.5",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-09-30",,,,,"33.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-01",,,,,"35.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-02",,,,,"8.9",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-03",,,,,"41.1",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-04",,,,,"4.6",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-05",,,,,"46.5",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-06",,,,,"1.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-07",,,,,"22.9",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-08",,,,,"11.9",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-09",,,,,"23.9",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-10",,,,,"3.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-11",,,,,"57.4",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-12",,,,,"3.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-13",,,,,"2.5",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-14",,,,,"16.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-15",,,,,"0.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-16",,,,,"2.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-17",,,,,"3.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-18",,,,,"3.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-19",,,,,"3.0",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-20",,,,,"4.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-21",,,,,"2.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-22",,,,,"0.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-23",,,,,"9.7",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-24",,,,,"0.5",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-25",,,,,"0.0","T,,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-26",,,,,"3.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-27",,,,,"19.6",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-28",,,,,"14.2",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-29",,,,,"7.1",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-30",,,,,"0.3",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2012-10-31",,,,,"1.8",",,K",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2014-04-01",,,,,"0.0","T,,7",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2014-04-02",,,,,"2.5",",,7",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2014-04-03",,,,,"0.0","T,,7",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2014-04-04",,,,,"0.0","T,,7",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2014-04-05",,,,,"0.8",",,7",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2014-04-06",,,,,"0.8",",,7",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2014-04-07",,,,,"2.0",",,7",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2014-04-08",,,,,"0.0","T,,7",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2014-04-09",,,,,"23.6",",,7",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2014-04-10",,,,,"5.1",",,7",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2014-04-11",,,,,"2.5",",,7",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2014-04-12",,,,,"0.0","T,,7",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2014-04-13",,,,,"0.8",",,7",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2014-04-14",,,,,"0.0","T,,7",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2014-04-15",,,,,"7.6",",,7",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2014-04-16",,,,,"1.3",",,7",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2014-04-17",,,,,"1.8",",,7",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2014-04-18",,,,,"14.0",",,7",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2014-04-19",,,,,"6.4",",,7",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2014-04-20",,,,,"25.9",",,7",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2014-04-21",,,,,"15.5",",,7",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2014-04-22",,,,,"2.3",",,7",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2014-04-23",,,,,"0.0","T,,7",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2014-04-24",,,,,"0.0","T,,7",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2014-04-25",,,,,"17.8",",,7",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2014-04-26",,,,,"0.0","T,,7",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2014-04-27",,,,,"27.4",",,7",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2014-04-28",,,,,"30.7",",,7",,,,
"GQC00914001","AGAT, GU GQ","13.38944","144.6575","3.0","2014-04-29",,,,,"3.3",",,7",,,,
